Rk,Player,Pos,Age,Tm?,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
287,Jeremy Lamb\lambje01,SG,22,OKC,47,8,13.5,2.2,5.3,0.416,0.8,2.4,0.342,1.4,3,0.475,0.492,1,1.2,0.891,0.2,2.1,2.3,0.9,0.4,0.1,0.6,1.1,6.3
288,Nikola Vucevic\vucevni01,C,24,ORL,74,74,34.2,8.5,16.3,0.523,0,0.1,0.333,8.5,16.2,0.524,0.524,2.2,2.9,0.752,3.2,7.7,10.9,2,0.7,0.7,2,3,19.3
289,Dewayne Dedmon\dedmode01,C,25,ORL,59,15,14.3,1.5,2.7,0.562,0,0,0,1.5,2.7,0.565,0.562,0.6,1.1,0.531,2,3,5,0.2,0.3,0.8,0.9,2.4,3.7
290,Kyle O'Quinn\oquinky01,PF,24,ORL,51,17,16.2,2.3,4.7,0.492,0.2,0.8,0.279,2.1,3.9,0.538,0.517,0.9,1.1,0.772,0.9,3,3.9,1.2,0.6,0.8,1.1,2.2,5.8
291,Andrew Nicholson\nichoan01,PF,25,ORL,40,3,12.3,2.1,4.8,0.437,0.3,1,0.317,1.8,3.7,0.47,0.471,0.4,0.6,0.6,0.4,1.6,2.1,0.6,0.2,0.3,0.6,1.3,4.9
292,Aaron Gordon\gordoaa01,PF,19,ORL,47,8,17,2,4.4,0.447,0.3,1,0.271,1.7,3.4,0.5,0.478,0.9,1.3,0.721,1,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2
293,Channing Frye\fryech01,PF,31,ORL,75,51,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1,2.5,7.3
294,Luke Ridnour\ridnolu01,PG,33,ORL,47,0,14.5,1.6,3.7,0.426,0.4,1.3,0.317,1.2,2.4,0.487,0.483,0.4,0.4,0.857,0.2,1.3,1.4,2,0.4,0.1,0.8,1.4,4
295,Elfrid Payton\paytoel01,PG,20,ORL,82,63,30.4,3.7,8.6,0.425,0.1,0.5,0.262,3.5,8.1,0.435,0.433,1.4,2.6,0.551,1.3,3,4.3,6.5,1.7,0.2,2.5,2.4,8.9
296,Tobias Harris\harrito02,SF,22,ORL,68,63,34.8,6.5,14,0.466,1.3,3.5,0.364,5.2,10.4,0.5,0.512,2.8,3.6,0.788,1.1,5.3,6.3,1.8,1,0.5,1.7,2,17.1
297,Maurice Harkless\harklma01,SF,21,ORL,45,4,15,1.4,3.5,0.399,0.2,1.2,0.179,1.2,2.3,0.52,0.43,0.5,0.9,0.537,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5
298,Victor Oladipo\oladivi01,SG,22,ORL,72,71,35.7,6.6,15.1,0.436,1.2,3.4,0.339,5.4,11.6,0.464,0.474,3.6,4.4,0.819,0.7,3.5,4.2,4.1,1.7,0.3,2.8,2.6,17.9
299,Devyn Marble\marblde01,SG,22,ORL,16,7,13,0.9,2.8,0.318,0.3,1.4,0.182,0.6,1.4,0.455,0.364,0.3,1,0.313,0.3,1.6,1.9,1.1,0.6,0.1,0.6,0.9,2.3
300,Willie Green\greenwi01,SG,33,ORL,52,2,18.3,2.3,5.9,0.386,0.8,2.3,0.347,1.5,3.6,0.411,0.454,0.5,0.7,0.824,0.3,1.3,1.5,1.3,0.5,0.1,0.9,1.6,5.9
301,Ben Gordon\gordobe01,SG,31,ORL,56,0,14.1,2.3,5.3,0.437,0.6,1.7,0.361,1.7,3.5,0.475,0.497,1,1.2,0.836,0.1,1,1.1,0.9,0.3,0,1,1.1,6.2
302,Evan Fournier\fournev01,SG,22,ORL,58,32,28.6,4.4,9.9,0.44,1.5,3.9,0.378,2.9,6,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0,1.4,2,12
303,Henry Sims\simshe01,C,24,PHI,73,32,19.2,3.3,6.9,0.474,0.1,0.3,0.182,3.2,6.6,0.488,0.478,1.5,1.9,0.774,1.7,3.3,4.9,1.1,0.5,0.4,1.4,1.8,8
304,Nerlens Noel\noelne01,C,20,PHI,75,71,30.8,4,8.7,0.462,0,0,0,4,8.7,0.462,0.462,1.9,3.1,0.609,2.5,5.7,8.1,1.7,1.8,1.9,1.9,2.8,9.9
305,Malcolm Thomas\thomama01,PF,26,PHI,17,0,11.4,1.1,2.4,0.45,0,0.4,0,1.1,1.9,0.545,0.45,0.5,0.8,0.692,0.9,2.4,3.3,0.4,0.2,0.1,0.8,1,2.6
306,Luc Mbah a Moute\mbahalu01,PF,28,PHI,67,61,28.6,3.7,9.5,0.395,0.9,3,0.307,2.8,6.5,0.435,0.443,1.4,2.4,0.589,1.2,3.7,4.9,1.6,1.2,0.3,1.5,1.6,9.9
307,Drew Gordon\gordodr01,PF,24,PHI,9,0,7.9,0.9,2.1,0.421,0,0.3,0,0.9,1.8,0.5,0.421,0.1,0.2,0.5,0.8,1.2,2,0.2,0.1,0,0.9,0.8,1.9
308,Furkan Aldemir\aldemfu01,PF,23,PHI,41,9,13.2,1,1.9,0.513,0,0.1,0,1,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3
309,Tony Wroten\wroteto01,PG,21,PHI,30,15,29.8,5.8,14.5,0.403,1.2,4.7,0.261,4.6,9.7,0.473,0.446,4,6,0.667,0.7,2.1,2.9,5.2,1.6,0.3,3.8,2.4,16.9
310,Larry Drew\drewla02,PG,24,PHI,12,1,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8
311,JaKarr Sampson\sampsja02,SF,21,PHI,74,32,15.3,2,4.7,0.422,0.4,1.7,0.244,1.6,3,0.525,0.467,0.9,1.3,0.67,0.5,1.7,2.2,1,0.5,0.4,1,1.8,5.2
312,Jerami Grant\grantje01,SF,20,PHI,65,11,21.2,1.9,5.4,0.352,0.8,2.4,0.314,1.2,3,0.383,0.422,1.8,3,0.591,0.8,2.3,3,1.2,0.6,1,1.3,2.2,6.3
313,Robert Covington\covinro01,SF,24,PHI,70,49,27.9,4.3,10.8,0.396,2.4,6.4,0.374,1.9,4.4,0.426,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7,13.5
314,Hollis Thompson\thompho01,SG,23,PHI,71,23,25,3.2,7.6,0.413,1.6,4,0.401,1.5,3.6,0.426,0.518,0.9,1.3,0.708,0.7,2,2.8,1.2,0.8,0.4,0.9,2,8.8
315,Jason Richardson\richaja01,SG,34,PHI,19,15,21.9,3.3,9.4,0.348,1.6,5.1,0.323,1.6,4.3,0.378,0.435,0.9,1.2,0.773,0.7,2.8,3.5,2,0.7,0.2,0.8,1.5,9.1
316,Malcolm Lee\leema01,SG,24,PHI,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Alex Len\lenal01,C,21,PHO,69,44,22,2.6,5.1,0.507,0,0,0.333,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3
318,Earl Barron\barroea01,C,33,PHO,16,1,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,0.286,0.333,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2
319,Markieff Morris\morrima02,PF,25,PHO,82,82,31.5,6.2,13.4,0.465,0.7,2.2,0.318,5.5,11.2,0.494,0.491,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,3,15.3
320,Marcus Morris\morrima03,PF,25,PHO,81,35,25.2,4.1,9.4,0.434,1.4,3.9,0.358,2.7,5.6,0.487,0.507,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4
321,Jerel McNeal\mcneaje01,PG,27,PHO,6,0,6,0.5,1.8,0.273,0.2,0.3,0.5,0.3,1.5,0.222,0.318,0.3,0.3,1,0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5
322,Seth Curry\curryse01,PG,24,PHO,2,0,4,0,1.5,0,0,0.5,0,0,1,0,0,0,0,0,0,1,1,0.5,0,0,0,1,0
323,Eric Bledsoe\bledser01,PG,25,PHO,81,81,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17
324,T.J. Warren\warretj01,SF,21,PHO,40,1,15.4,2.8,5.4,0.528,0.1,0.5,0.238,2.7,4.8,0.56,0.54,0.4,0.5,0.737,1,1.1,2.1,0.6,0.5,0.2,0.7,1.3,6.1
325,P.J. Tucker\tuckepj01,SF,29,PHO,78,63,30.6,3.3,7.6,0.438,1.1,3.2,0.345,2.2,4.4,0.506,0.511,1.3,1.8,0.727,1.5,5,6.4,1.6,1.4,0.3,1.2,2.3,9.1
326,Gerald Green\greenge01,SG,29,PHO,74,4,19.5,4.4,10.5,0.416,1.9,5.2,0.354,2.5,5.3,0.478,0.504,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2,11.9
327,Archie Goodwin\goodwar01,SG,20,PHO,41,2,13,1.9,4.9,0.393,0.3,1,0.293,1.6,3.9,0.419,0.423,1.5,2,0.735,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6
328,Robin Lopez\lopezro01,C,26,POR,59,59,27.8,4,7.4,0.535,0,0,0,4,7.4,0.537,0.535,1.7,2.2,0.772,3.2,3.5,6.7,0.9,0.3,1.4,1.2,2.1,9.6
329,Meyers Leonard\leoname01,C,22,POR,55,7,15.4,2.3,4.5,0.51,0.9,2,0.42,1.4,2.4,0.586,0.606,0.5,0.6,0.938,0.8,3.7,4.5,0.6,0.2,0.3,0.7,2.1,5.9
330,Chris Kaman\kamanch01,C,32,POR,74,13,18.9,3.8,7.4,0.515,0,0,0,3.8,7.4,0.515,0.515,1,1.4,0.706,2,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6
331,Joel Freeland\freeljo01,C,27,POR,48,8,12.9,1.5,3.1,0.49,0,0,0,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4,0.3,0.2,0.5,0.5,1.9,3.5
332,LaMarcus Aldridge\aldrila01,PF,29,POR,71,71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1,1.7,1.8,23.4
333,Damian Lillard\lillada01,PG,24,POR,82,82,35.7,7.2,16.6,0.434,2.4,7,0.343,4.8,9.6,0.5,0.506,4.2,4.9,0.864,0.6,4,4.6,6.2,1.2,0.3,2.7,2,21
334,Steve Blake\blakest01,PG,34,POR,81,0,18.9,1.5,4,0.373,1,2.7,0.352,0.6,1.3,0.417,0.491,0.4,0.5,0.707,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3
335,Dorell Wright\wrighdo01,SF,29,POR,48,2,12.3,1.5,4,0.379,0.9,2.3,0.38,0.6,1.7,0.378,0.487,0.7,0.9,0.81,0.3,2,2.3,0.9,0.4,0.2,0.4,1.1,4.6
336,Victor Claver\clavevi01,SF,26,POR,10,0,7.6,0.9,2,0.45,0.6,1.1,0.545,0.3,0.9,0.333,0.6,0,0,0,0.3,1.7,2,0.1,0.1,0.1,0.4,1.2,2.4
337,Nicolas Batum\batumni01,SF,26,POR,71,71,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2,4.1,0.481,0.483,1.2,1.4,0.857,0.9,5,5.9,4.8,1.1,0.6,1.9,1.5,9.4
338,CJ McCollum\mccolcj01,SG,23,POR,62,3,15.7,2.6,5.9,0.436,0.9,2.2,0.396,1.7,3.6,0.46,0.511,0.8,1.2,0.699,0.2,1.2,1.5,1,0.7,0.1,0.8,1.3,6.8
339,Wesley Matthews\matthwe02,SG,28,POR,60,60,33.7,5.6,12.5,0.448,2.9,7.4,0.389,2.7,5.1,0.534,0.563,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.3,0.2,1.4,2.2,15.9
340,Allen Crabbe\crabbal01,SG,22,POR,51,9,13.4,1.2,3,0.412,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3
341,Ryan Hollins\holliry01,C,30,SAC,46,9,9.6,1.2,1.8,0.646,0,0,0,1.2,1.8,0.646,0.646,0.7,1.2,0.574,0.8,1.5,2.2,0.3,0.1,0.4,0.5,1.4,3
342,DeMarcus Cousins\couside01,C,24,SAC,59,59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1
343,Sim Bhullar\bhullsi01,C,22,SAC,3,0,1,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0.3,0.3,0.3,0,0.3,0,0,0.7
344,Derrick Williams\willide02,PF,23,SAC,74,6,19.8,2.9,6.6,0.447,0.7,2.1,0.314,2.3,4.4,0.511,0.498,1.8,2.6,0.684,0.6,2.2,2.7,0.7,0.5,0.1,0.8,0.9,8.3
345,David Wear\wearda01,PF,24,SAC,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,1,0,1,0.5,0,0,0,0.5,0
346,Jason Thompson\thompja02,PF,28,SAC,81,63,24.6,2.5,5.3,0.47,0,0,0,2.5,5.3,0.471,0.47,1.1,1.8,0.622,1.7,4.8,6.5,1,0.4,0.7,1,3,6.1
347,Eric Moreland\moreler01,PF,23,SAC,3,0,0.7,0.3,0.3,1,0,0,0,0.3,0.3,1,1,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0.7
348,Carl Landry\landrca01,PF,31,SAC,70,15,17,2.7,5.3,0.515,0,0,0,2.7,5.3,0.515,0.515,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2
349,Reggie Evans\evansre01,PF,34,SAC,47,7,16.3,1.2,2.9,0.423,0,0,0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1,1.9,3.7
350,David Stockton\stockda01,PG,23,SAC,3,0,11,0.7,2,0.333,0.3,0.7,0.5,0.3,1.3,0.25,0.417,1,2,0.5,0,0.7,0.7,3,0.7,0,1.3,0.3,2.7
351,Ray McCallum\mccalra01,PG,23,SAC,68,30,21.1,3,6.9,0.438,0.5,1.6,0.306,2.5,5.3,0.479,0.474,0.8,1.2,0.679,0.8,1.9,2.6,2.8,0.7,0.2,1.3,1.4,7.4
352,Darren Collison\collida01,PG,27,SAC,45,45,34.8,5.8,12.2,0.473,1.3,3.6,0.373,4.4,8.6,0.514,0.527,3.2,4.1,0.788,0.4,2.8,3.2,5.6,1.5,0.3,2.5,2.1,16.1
353,Rudy Gay\gayru01,SF,28,SAC,68,67,35.4,7.5,16.4,0.455,1.2,3.2,0.359,6.3,13.2,0.479,0.491,5,5.8,0.858,1.4,4.4,5.9,3.7,1,0.6,2.7,2.3,21.1
354,Omri Casspi\casspom01,SF,26,SAC,67,19,21.1,3.1,6.4,0.489,0.5,1.3,0.402,2.6,5.1,0.512,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9
355,Nik Stauskas\stausni01,SG,21,SAC,73,1,15.4,1.5,4.1,0.365,0.7,2,0.322,0.8,2,0.408,0.446,0.8,0.9,0.859,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4
356,Ben McLemore\mclembe01,SG,21,SAC,82,82,32.6,4.4,10.1,0.437,1.7,4.8,0.358,2.7,5.4,0.507,0.521,1.6,2,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1
357,Tiago Splitter\splitti01,C,30,SAS,52,35,19.8,3.3,5.8,0.558,0,0,0,3.3,5.8,0.558,0.558,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2,8.2
358,Tim Duncan\duncati01,C,38,SAS,77,77,28.9,5.4,10.6,0.512,0,0.1,0.286,5.4,10.5,0.514,0.513,3,4,0.74,2.2,6.9,9.1,3,0.8,2,1.7,2.1,13.9
359,Aron Baynes\baynear01,C,28,SAS,70,17,16,2.6,4.7,0.566,0,0.1,0.25,2.6,4.6,0.57,0.567,1.3,1.5,0.865,1.6,3,4.5,0.5,0.2,0.3,0.9,2.3,6.6
360,Boris Diaw\diawbo01,PF,32,SAS,81,15,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7
361,Matt Bonner\bonnema01,PF,34,SAS,72,19,13,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.811,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7
362,Jeff Ayres\pendeje02,PF,27,SAS,51,0,7.5,1.1,1.9,0.579,0,0,0,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7
363,Tony Parker\parketo01,PG,32,SAS,68,68,28.7,5.9,12.2,0.486,0.6,1.3,0.427,5.4,10.9,0.493,0.508,1.9,2.4,0.783,0.2,1.7,1.9,4.9,0.6,0,2.1,1.6,14.4
364,Patty Mills\millspa02,PG,26,SAS,51,0,15.7,2.5,6.6,0.381,1.2,3.6,0.341,1.3,3,0.429,0.473,0.6,0.8,0.825,0.4,1.1,1.5,1.7,0.5,0,0.7,1.1,6.9
365,Cory Joseph\josepco01,PG,23,SAS,79,14,18.3,2.6,5.2,0.504,0.2,0.6,0.364,2.4,4.6,0.52,0.523,1.3,1.8,0.734,0.6,1.9,2.4,2.4,0.6,0.2,0.8,1.3,6.8
366,Reggie Williams\willire02,SF,28,SAS,20,0,5.3,0.8,2,0.385,0.2,1,0.158,0.6,1,0.6,0.423,0.2,0.2,1,0.3,0.6,0.9,0.5,0.1,0,0.1,0.6,1.9
367,Kawhi Leonard\leonaka01,SF,23,SAS,64,64,31.8,6.2,12.8,0.479,1,3,0.349,5.1,9.8,0.519,0.52,3.2,3.9,0.802,1.3,5.9,7.2,2.5,2.3,0.8,1.5,2,16.5
368,Kyle Anderson\anderky01,SF,21,SAS,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2,2.2,0.8,0.5,0.2,0.3,0.8,2.2
369,Danny Green\greenda02,SG,27,SAS,81,80,28.5,4,9.1,0.436,2.4,5.6,0.418,1.6,3.5,0.466,0.566,1.4,1.6,0.874,0.7,3.6,4.2,2,1.2,1.1,1.1,2,11.7
370,Manu Ginobili\ginobma01,SG,37,SAS,70,0,22.7,3.6,8.4,0.426,1.3,3.7,0.345,2.3,4.7,0.489,0.502,2.1,2.9,0.721,0.4,2.6,3,4.2,1,0.3,2.2,2,10.5
371,Marco Belinelli\belinma01,SG,28,SAS,62,9,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.471,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0,1,1.4,9.2
372,Jonas Valanciunas\valanjo01,C,22,TOR,80,80,26.2,4.7,8.2,0.572,0,0,0,4.7,8.1,0.573,0.572,2.7,3.5,0.786,2.7,6,8.7,0.5,0.4,1.2,1.4,2.8,12
373,Greg Stiemsma\stiemgr01,C,29,TOR,17,0,3.9,0.4,0.5,0.75,0,0,0,0.4,0.5,0.75,0.75,0.1,0.2,0.5,0.5,0.4,0.9,0.2,0.1,0,0.4,0.9,0.8
374,Lucas Nogueira\noguelu01,C,22,TOR,6,0,3.8,0.3,1.3,0.25,0,0,0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.3,1.5,1.8,0.2,0.3,0,0.3,1,1
375,Chuck Hayes\hayesch01,C,31,TOR,29,0,8.8,0.8,1.6,0.478,0,0,0,0.8,1.6,0.478,0.478,0.2,0.4,0.545,0.6,1.1,1.8,0.7,0.3,0.1,0.3,1.3,1.7
376,Patrick Patterson\pattepa01,PF,25,TOR,81,4,26.6,3,6.6,0.449,1.3,3.5,0.371,1.7,3.1,0.536,0.547,0.8,1,0.788,1.6,3.8,5.3,1.9,0.7,0.5,0.7,1.8,8
377,James Johnson\johnsja01,PF,27,TOR,70,17,19.6,3.4,5.8,0.589,0.2,0.7,0.216,3.2,5,0.643,0.603,1,1.5,0.657,0.9,2.8,3.7,1.4,0.8,1,1.1,2.2,7.9
378,Amir Johnson\johnsam01,PF,27,TOR,75,72,26.4,4,6.9,0.574,0.3,0.6,0.413,3.7,6.3,0.59,0.592,1.1,1.7,0.612,2.1,4,6.1,1.6,0.6,0.8,1.5,3,9.3
379,Tyler Hansbrough\hansbty01,PF,29,TOR,74,8,14.3,1.2,2.2,0.521,0,0.1,0.143,1.1,2.1,0.538,0.524,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6
380,Greivis Vasquez\vasqugr01,PG,28,TOR,82,29,24.3,3.6,8.8,0.408,1.6,4.3,0.379,2,4.6,0.436,0.5,0.6,0.8,0.758,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5
381,Kyle Lowry\lowryky01,PG,28,TOR,70,70,34.5,6.1,14.9,0.412,1.9,5.6,0.338,4.3,9.3,0.457,0.476,3.6,4.5,0.808,0.8,3.9,4.7,6.8,1.6,0.2,2.5,3,17.8
382,Terrence Ross\rosste01,SF,23,TOR,82,61,25.5,3.8,9.2,0.41,1.8,4.8,0.372,2,4.4,0.452,0.507,0.5,0.7,0.786,0.4,2.4,2.8,1,0.6,0.3,0.8,1.7,9.8
383,Landry Fields\fieldla01,SF,26,TOR,26,9,8.3,0.8,1.6,0.488,0,0.1,0.5,0.7,1.5,0.487,0.5,0.2,0.2,0.833,0.4,0.6,1,0.6,0.4,0,0.3,0.3,1.8
384,Bruno Caboclo\cabocbr01,SF,19,TOR,8,0,2.9,0.5,1.5,0.333,0.3,0.4,0.667,0.3,1.1,0.222,0.417,0,0,0,0.1,0.1,0.3,0,0,0.1,0.5,0.4,1.3
385,Lou Williams\willilo02,SG,28,TOR,80,0,25.2,4.7,11.6,0.404,1.9,5.6,0.34,2.8,6,0.464,0.486,4.3,4.9,0.861,0.3,1.6,1.9,2.1,1.1,0.1,1.3,1.3,15.5
386,DeMar DeRozan\derozde01,SG,25,TOR,60,60,35,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15,0.426,0.426,6,7.2,0.832,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2,20.1
387,Miles Plumlee\plumlmi01,C,26,TOT,73,28,16.4,1.9,3.5,0.535,0,0,0,1.9,3.5,0.535,0.535,0.3,0.6,0.478,1.5,2.8,4.4,0.5,0.6,0.9,0.7,1.5,4
388,Kendrick Perkins\perkike01,C,30,TOT,68,3,16.9,1.5,3.3,0.449,0,0,0,1.5,3.3,0.451,0.449,0.6,1.2,0.506,1.3,3.4,4.7,0.8,0.2,0.6,1.4,2.4,3.6
389,Timofey Mozgov\mozgoti01,C,28,TOT,81,80,25.2,3.9,7,0.555,0,0.1,0.333,3.9,6.9,0.557,0.557,1.9,2.7,0.718,2.5,4.8,7.3,0.7,0.4,1.2,1.4,2.8,9.7
390,JaVale McGee\mcgeeja01,C,27,TOT,23,0,11.1,1.8,3.4,0.532,0,0,0,1.8,3.4,0.532,0.532,1,1.4,0.667,0.8,1.9,2.7,0.1,0.1,0.9,0.8,1.3,4.6
391,Enes Kanter\kanteen01,C,22,TOT,75,74,28.5,6.4,12.4,0.519,0.2,0.6,0.356,6.2,11.8,0.528,0.528,2.4,3.1,0.782,3.7,5.3,8.9,0.7,0.5,0.4,1.9,2.5,15.5
392,Justin Hamilton\hamilju01,C,24,TOT,41,14,17.4,2.1,4.3,0.478,0.2,0.8,0.323,1.8,3.6,0.51,0.506,1,1.1,0.83,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3
393,Tarik Black\blackta01,C,23,TOT,63,39,19,2.5,4.3,0.575,0,0,0,2.5,4.3,0.577,0.575,1,1.9,0.551,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6
394,Thaddeus Young\youngth01,PF,26,TOT,76,68,32,5.9,12.7,0.466,0.5,1.5,0.33,5.4,11.2,0.484,0.486,1.7,2.6,0.655,1.7,3.7,5.4,2.3,1.6,0.3,1.5,2.3,14.1
395,Brandan Wright\wrighbr03,PF,27,TOT,75,7,19.3,3.1,4.8,0.642,0,0,0,3.1,4.8,0.647,0.642,1,1.5,0.696,1.7,2.6,4.3,0.5,0.7,1.3,0.5,1.4,7.3
396,Anthony Tolliver\tollian01,PF,29,TOT,76,11,18.8,2.1,5.2,0.41,1.4,3.8,0.366,0.7,1.4,0.534,0.545,0.7,0.9,0.783,0.7,2.4,3.1,0.8,0.3,0.2,0.7,1.8,6.3
397,Amar'e Stoudemire\stoudam01,PF,32,TOT,59,15,21.1,4.6,8.3,0.557,0,0.1,0,4.6,8.2,0.562,0.557,2.3,3.2,0.72,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5
398,Josh Smith\smithjo03,PF,29,TOT,83,35,27.7,5,11.9,0.419,0.9,2.7,0.316,4.1,9.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1,1.4,2.5,2.7,12.4
399,Thomas Robinson\robinth01,PF,23,TOT,54,4,14.8,2.3,4.8,0.485,0,0,0,2.3,4.8,0.488,0.485,1,2,0.528,1.8,3.9,5.6,0.6,0.6,0.4,1.1,1.9,5.7
400,Shavlik Randolph\randosh01,PF,31,TOT,21,0,6,0.4,1.7,0.257,0,0.2,0,0.4,1.4,0.3,0.257,0.3,0.6,0.5,0.8,1,1.8,0.2,0.2,0.1,0.1,0.8,1.1
401,Dwight Powell\poweldw01,PF,23,TOT,29,0,8.1,1.1,2.3,0.463,0.1,0.4,0.273,1,1.9,0.5,0.485,0.9,1.1,0.758,0.6,1.1,1.7,0.3,0.3,0.2,0.4,1.4,3.1
402,Adreian Payne\paynead01,PF,23,TOT,32,22,23.1,2.8,6.9,0.414,0,0.3,0.111,2.8,6.6,0.427,0.416,0.9,1.4,0.652,1.5,3.6,5.1,0.9,0.6,0.3,1.4,2.8,6.7
403,Quincy Miller\millequ01,PF,22,TOT,10,0,11.9,0.9,3.8,0.237,0.3,1.8,0.167,0.6,2,0.3,0.276,0.8,1.1,0.727,0.4,1.6,2,0.8,0.7,0.5,0.5,0.9,2.9
404,Grant Jerrett\jerregr01,PF,21,TOT,8,0,6.4,0.9,3.3,0.269,0.1,1.9,0.067,0.8,1.4,0.545,0.288,0.1,0.1,1,0.3,0.9,1.1,0.4,0.3,0.3,0.4,1.4,2
405,Jonas Jerebko\jerebjo01,PF,27,TOT,75,0,16.4,2.3,5.1,0.446,0.7,1.9,0.386,1.5,3.2,0.481,0.517,0.7,0.9,0.848,1.2,2.5,3.8,0.9,0.6,0.2,0.6,1.8,6
406,JaMychal Green\greenja01,PF,24,TOT,24,1,6.8,1.1,2,0.574,0,0.3,0,1.1,1.7,0.659,0.574,0.3,0.4,0.8,0.8,1.1,1.9,0.2,0.2,0.2,0.6,1,2.6
407,Kevin Garnett\garneke01,PF,38,TOT,47,47,20.3,3,6.5,0.467,0,0.1,0.143,3,6.4,0.475,0.469,0.8,1,0.8,1,5.6,6.6,1.6,1,0.4,1,2.3,6.9
